1063208246188695552,"RT @treasonstickers Things Trump has never done:- Bought groceries- Sent an email- Used a computer- Respected a woman- Respected a minority- Worn a condom- Used proper grammar- Raised “good” children- Been to church- Told the truth- Paid taxes- Exercised- ApologizedWhat else? 👇"
1063208246125780992,"RT @cparham65 Liberals and DIMocrats don’t understand why we conservatives fight so hard defending Donald Trump?! It’s because we defend those who defend us, our freedom and our nation! Unlike them. Just ask Bill Clinton!! https://t.co/YM3hDpKAo8"
1063208245987282946,"RT @drawandstrike Hat tip to @julie_kelly2 for bringing this mostly fact-free screed by @DavidAFrench pushing the ""Trump is enabling white supremacy"" narrative. https://t.co/WG1oVg9IPK"
1063208245437886465,"RT @TomPerez The VA under Trump has irresponsibly put tens of thousands of veterans' livelihoods at risk. This is not how we serve those who have put their lives on the line to keep our country safe. https://t.co/GMAguDTUQM"
1063208245370736640,"RT @BlogChurchWork @EllenRenaud @Lost_Nickel @robreiner @HouseDemocrats She actually had Trump ready to agree to a deal on immigration, but his GOP lackeys reminded him he wasn’t allowed to agree w Democrats 😂Think about it - Nancy Pelosi and Dianne Feinstein are the only Democrats who have ever gotten Trump to almost agree to anything."
1063208245190422528,"RT @TheGoodGodAbove HOW CAN ANYONE STILL SUPPORT TRUMP AFTER ALL THE THINGS HE HAS SAID AND DONE?! HOLY CRAP HOW ARE HUMANS THIS FUCKING STUPID"
1063208245114925059,"RT @jaketapper Man shouts 'Heil Hitler, Heil Trump' during intermission of Baltimore performance of 'Fiddler on the Roof' https://t.co/H1Tn1pcIky"
1063208244942790656,"RT @WhiteHouse President @realDonaldTrump took action to enforce VA accountability, because there's no place in Veterans Affairs for corruption or negligence toward those who have served in uniform. Get the facts: https://t.co/etC24plDTV https://t.co/ScmUQhRL0o"
1063208244900913153,"RT @StevenBeschloss Matt Whitaker can enjoy his moment in the sun conspiring with Donald Trump, but like so many others before him he’s going to get burned."
1063208244896706560,"You see that @SenatorCollins? You abandoned your party and therefore your country when you got in bed with trump. Your a #trumpite now. A #trumpet. The @gop is dead and you helped kill it. #Traitors #GOPUnfitToGovern https://t.co/AX8zWWxmyz"
1063208244724809729,"RT @mehdirhasan Hey US media folks, here, I would argue immodestly, is how you interview a Trump supporter on Trump's lies:https://t.co/D8qElaic7o"
1063208244640927744,"RT @AmyMek NO #Marrakesh Pact!UN's “Global Compact for Migration”, dubbed the Marrakech agreement, claims migration is a “human right”Geert Wilders &amp; his Party for Freedom do not believe illegals have a ""human right"" to invade their countryTrump has already rejected the Marrakesh Pact https://t.co/EXtyYr41cS"
1063208244355706883,"RT @EdKrassen What do Republicans want so badly?For someone to replace Nancy Pelosi.What does Russia want so badly?For someone to replace Nancy Pelosi.What does Trump want so badly?For someone to replace Nancy Pelosi.HERE'S AN IDEA:LET'S NOT REPLACE NANCY PELOSI (@NancyPelosi)"
1063208244347396098,"@Ocasio2018 @davidhogg111 how to go from hero to  zero in seconds, AOC. Trump is the No 1 priority for now, chill, gurl"
1063208244192190464,"RT @IngrahamAngle EXCLUSIVE: President Trump Calls For Brenda Snipes To Be Fired https://t.co/BAeJxurl68 via @dailycaller"
1063208244179480577,"I love President Trump, he turns radical left-wing loons into raving lunatics. I LMAO everytime he does it."
1063208244112437248,"RT @Hollaka_Hollala He has been on the FBI Ten Most Wanted list, and one of the people on the Budapest task force investigating him was Lisa Page, who was part of Mueller’s investigation. [Page resigned from the FBI in May.]https://t.co/GxUqzjKLQn"
1063208243797864448,"Mr.  Trump. That is all. https://t.co/dsmwRrWpPW"
1063208243214856194,"RT @TheRickWilson Trump gonna Trump https://t.co/2d8Prgro2U"
1063208243181363200,"Biden Obama Trump memes — Steemit https://t.co/ESTj7GrUtZ 😆 #trump #trumpmeme #donaldtrump #trumpmemes #maga #makeamericagreatagain #meme #bluewave #memes #usa #americafirst #trumptrain #republican #political #trumplican #resist #america #politics"
1063208242900172800,"RT @joncoopertweets As Trump hears the footsteps of Lady Justice getting closer, he'll become increasingly unstable and paranoid. Soon he'll be afraid to trust even his closest aides &amp; advisers, relying only on the few people he feels will always have his back, like Ivanka &amp; Don Jr. Dangerous times."
1063208242459795456,"RT @EdKrassen BREAKING: U.S. District Court Judge Dabney Friedrich, who was appointed by Trump, just ruled against a Russian company (Concord Management and Consulting) that tried to get charges brought by Robert Mueller dismissed!Another win for America!"
1063208242350866432,"RT @RanttMedia Trump's caravan fear mongering was a desperate, familiar ployAnd yet, it was covered like it was a new tactic unique to TrumpIt was just the latest iteration of the @GOP Southern Strategy of racial scapegoating, while they serve the 1%Wake up GOP voters—They're lying to you https://t.co/LjRbbuc6qw"
1063208242195701766,"RT @WhiteHouse Not one of America's veterans should have to suffer through homelessness or unemployment. Programs at @DeptVetAffairs and @HUDgov helped nearly 54,000 veterans find permanent housing last year. How we're honoring our veterans' sacrifice: https://t.co/etC24plDTV https://t.co/l8PakS15v5"
1063208241944043520,"RT @thehill .@VP Mike Pence holds a bilateral meeting with South Korean President Moon Jae-in https://t.co/vtutKQIU39 https://t.co/E2CMSv3IOQ"
1063208241595863041,"RT @kenolin1 Clearly Donald Trump has recused himself from reality."
1063208241578954753,"RT @olgaNYC1211 LET THIS SINK IN! In order for Trump to protect his personal financial investments w MbS and the Saudi regime he is willing to give Erdogan what he has wanted for a long time, Gulen, in order to make Turkey stop exposing the Saudi regimes role in the brutal murder of Khashoggi https://t.co/P9ZdA2VoG6"
1063208241075634177,"RT @r_little_finger I’ve had so many friends, co-workers call me a racist for supporting Trump.I’ve been harassed, called names, had my car keyed. For supporting our President.  It’s OK. I’m on the right side of history.I know Trump is the greatest of my generation.Who else is with me?"
1063208241067225088,"RT @Amy_Siskind Leave it to Dems:  we spend 2 years knocking doors, calling, texting, post-carding and donating to take the House. Then, when we finally have lawless Trump in our sights, we screw around with divisiveness and whether the most effective Congressional leader ever should lead. STOP!"
1063208240782209025,"RT @VP .@POTUS Trump and I will ALWAYS STAND for our Nation’s veterans. They are heroes! THANK YOU! https://t.co/nBD0Z3zSP6"
1063208240614322177,"RT @SenWhitehouse This ranting &amp; raving is where @realDonaldTrump’s head is at re Special Counsel. An unqualified #Trump R loyalist has just been appointed acting AG woo advice &amp; consent. It's time to pass the Senate bill protecting Special Counsel from this nonsense. Now. https://t.co/Og62y9Of6J"
1063208240308256775,"RT @SocialPowerOne1 McConnell sure seems OK with Trump shutting down Mueller investigation https://t.co/ekYBDwuRcl"
1063208239230316545,"RT @NBCNews NEW: Exclusive: Trump admin. officials asked federal law enforcement agencies to examine legal ways of removing exiled Turkish cleric Fethullah Gulen from US in attempt to persuade Turkish Pres. Erdogan to ease pressure on Saudi gov't, four sources say. https://t.co/klVl1lfwgU"
1063208239179931649,"RT @TVNewsHQ JUST IN: Chris Wallace will interview President Trump on Fox News Sunday this weekend. This will be Wallace's first interview with the President since he took office."
1063208238932525056,"RT @InmateTwitmo @realDonaldTrump signs law to punish websites for Sex Trafficking#ThesePeopleAreSick#WhereAreTheChildren#SaveTheChildren#Pedogate#HumanTrafficking#SexTraffickinghttps://t.co/SNwYhc5hMP"
1063208238328500226,"@JSwiftTWS @JoshDavidArnold @jasonahart I'll agree with that. I think Rubio is trying to make the best of a sub-par situation (ideally for him, he would have won the presidency, or a more conventional Republican) and Trump's actually done some good things amid the bad."
1063208238274015233,"RT @SaRaAshcraft They are trying to paint a narrative to frame Q &amp; Trump supporters. This is terrorism designed for mind control. This is psychological warfare. https://t.co/CMbupCZozH"
1063208237930029057,"RT @funder Full Stop. Trump is trying to expel an enemy of Erdogan’s from the US in the hopes that it will ease Turkish pressure on the Saudis for the Khashoggi murder. If Trump expels him, he will likely be murdered. Mike Flynn was offered $15M to kidnap same guy. Trump needs to resign."
1063208237388959744,"RT @goldengateblond Harvey Levin (owner of TMZ, which broke the Avenatti story) is Trump's pal. TMZ is a rag, but they're usually a highly reliable one. If they fucked this up, it's very bad for them. https://t.co/3f7B6ea8XI"
1063208237313478657,"RT @AmicaAli More like universities will someday study how a narcissistic, misogynistic, sociopathic, psychopathic pathological liar named Donald Trump became the president of the United States compliments of an international conspiracy exposed and taken down by Robert Mueller and the FBI. https://t.co/x4iB6LZpmH"
1063208237271408641,"RT @SenSchumer The Trump Administration keeps cutting funding to let people know you can sign up for health insurance by Dec. 15. They don’t want you to know it’s happening. Now it’s on us: Tell your friends that you have one month to sign up for health insurance at https://t.co/n6WmsIabKw! https://t.co/eXB0o3q7ZB"
1063208237250445312,"RT @Baldylocks13 @Cali_Tracii @Lori1981Ann1 2.75 million illegally registered in more than one state, reminds me of how MSM ridiculed President Trump for suggesting Hillary’s 3 million lead might not be valid"
1063208237070147584,"RT @CREWcrew Trump’s charity is under investigation for self-dealing. It gave an illegal $25,000 donation to Florida AG Pam Bondi, whose office later decided not to bring charges against Trump University.https://t.co/4O8NVhvLzr"
1063208236864675840,"@JackPosobiec Donald Trump is the enemy of the people..... and he’s headed for a total wipeout!!! Can’t wait.. he’s the King of the Mutts...."
1063208236306722816,"RT @RobertMaguire_ U.S. taxpayers paid $100k for the president's son to go to India and use the prestige of the office of the presidency -- and his popularity in India -- to sell luxury condos that the president and the rest of his family will profit from directlyhttps://t.co/NOdTpkmVb2"
1063208236193599488,"@CNN Buddies trump admired kim"
1063208235916828672,"Florida elections still too close to call as Senate race goes to hand recount – as it happenedhttps://t.co/5dsM0EH3pr"
1063208235782627328,"yeah, I am not really looking forward to Thanksgiving. Watching my Trump supporting loved ones stuff dead bird into their faces while trying not to piss anyone off for having a different opinion doesn't really appeal to me. Plus the whole holiday is trash anyway."
1063208235707105280,"RT @JennyLynnO1 @Cernovich I don’t make excuses for Trump. I explain his tactics and actions to those who can’t seem to see beyond their blind hatred, disgust or petty childish nonsense. Life is much easier when you make sense of things, instead of refusing to admit he’s doing a good job so far."
1063208235648339968,"RT @MaddowBlog What we're seeing from Donald Trump and his team in Florida is from a playbook that was developed in 2016 that they ended up not having to use. But they appear to be making use of it now. https://t.co/LigCSffaP9"
1063208235241484288,"RT @kenspack @realDonaldTrump Trump is the WORST President EVER!!!"
1063208234977320960,"RT @WhiteHouse Among Federal inmates today, nearly 40 percent will be rearrested within five years of release. That outcome helps no one, and President Trump wants to change it. Read more in 1600 Daily: https://t.co/A68ueVC88u https://t.co/2buAZRqc8l"
1063208234910195713,"RT @Cali_Tracii 👊💥👊💥👊💥👊💥👊💥IT'S HAPPENING!👊💥#WETHEPEOPLE 👊💥ARE WOKE 👊💥AND READY👊💥TO TAKE BACK AMERICA👊💥THROUGH LAW AND ORDER,👊💥NOT VIOLENCE.👊💥WAY TO GO, PATRIOTS! 🇺🇸 KEEP FIGHTING! 🇺🇸     👆👆👆👆👆👆#TTDM2020 #VoterFraudIsReal https://t.co/a8kREp8SJJ"
1063208234314387457,"RT @AnthemRespect 1) I do not like Avenatti.2) He has been despicable to Trump.3) He was despicable to Kavanaugh.4) He promoted lies &amp; presumption of guilt.I am a die hard Trump supporter, and we need to give him the presumption of innocence.He is an American that deserves due process. https://t.co/YUjBPog8QT"
1063208233832198146,"RT @BarbraStreisand Why isn’t this Trump administration doing anything about climate change? It’s happening faster than we thought and it has deadly effects on the planet  https://t.co/zn6J8nIhbT"
1063208233735733250,"RT @4YrsToday Do you believe Donald Trump when he says the Democrats colluded with Russia?"
1063208233735643136,"RT @AnnaApp91838450 https://t.co/vtDhzNAClWPrayers For Florida 🙏WhyCan't This Corrupt CriminalBe Removed?Feds ShouldTake Over ASAP💥Anything Democrats TouchIt's💯Dirty !Why Doesn'tAnyone Have The Balls To Shut This Down Now💥SHARE In Agreement WithPresident Trump💯RT#MAGA #StopTheSteal"
1063208233664417792,"RT @NathanHRubin Donald Trump promised to donate $1,000,000 to Veterans during the campaign. He never did.Donald Trump refuses to visit combat troops abroad.Donald Trump refused to visit Arlington National Cemetery on Veteran’s Day.So. Tell me again how Donald Trump “supports the troops”?"
1063208233253388288,"RT @EdKrassen Today Trump called Mueller ""conflicted"". He called his investigation ""A TOTAL WITCH HUNT"", a ""total mess"" and said his investigators are ""Angry"" ""absolutely nuts"" people who are ""horribly threatening"" Americans.@senatemajldr, do you still think Trump is no danger to Mueller?"
1063208232783683585,"RT @julie_kelly2 French then pivots to a study he doesn't link to that claims Trump voters who go to church less (?) say being white is very important to their identity and only half had ""warm feelings"" for blacks. (Sounds really sciency). Identity politics, loss of faith and Trump..."
1063208232343064576,"RT @FortuneMagazine Trump says the Fed is his ""biggest threat."" What’s he so afraid of? #ad"
1063208232322195458,"RT @kenolin1 Nancy Pelosi is not our enemy. Donald Trump is."
1063208231923736577,"RT @ACLU When @SenSchumer says including $1.6 billion for Trump's border wall in December budget negotiations is inevitable, he's wrong. The budget is not set in stone: Senate Democrats have to approve it.The midterms were about fighting Trump’s anti-immigrant agenda, not giving in. https://t.co/GIh8vqYAEF"
1063208231466487808,"RT @CNN These scathing political cartoons are coming from an unlikely source -- actor Jim Carrey. His new exhibition showcases more than 100 pen-and-ink drawings, with blunt depictions of Trump and other politicians. https://t.co/Fv4unWke9b"
1063208231412133895,"RT @brandongroeny I’ve never “unfriended” someone because of their political affiliation.I have however, lost friendships because old liberal friends found out I was a Trump supporter.Funny how that works 🤔"
1063208231315664897,"RT @dcpoll Opinion by @PostOpinions Editorial Board| Saudi Arabia’s latest account of Jamal Khashoggi’s death is shocking in its audacity. Yet the Trump administration appears ready to accept their stonewalling.#Maddow https://t.co/WKU4cU99iT"
1063208231114350592,"This is truly foul, despicable. Ronald Vietiello, the Trump regime choice to lead @icegov attended a bigoted anti immigrant conference. #GestapoICE #Repost @splcenter・・・President… https://t.co/hAnyVB2uY5"
1063208230665371648,"RT @bud_cann Jeff Flake, a man obsessed with hatred, took his loathing for President Trump to all of America!  He’s informed the Majority Leader that he won’t vote to advance any judicial nominees pending in the committee, or vote to confirm the 32 judges awaiting confirmation.@JeffFlake https://t.co/UeFE7dpi66"
1063208230577479682,"RT @fred_guttenberg Can we just stop here and do a mental health check?https://t.co/iDyIhZRnen"
1063208230497787904,"RT @BarbaraCowdery @realDonaldTrump The inner workings of the White House and Trump Administration are a Total Mess. They have found TOTAL collusion and Trump is going Nuts! Trump is screaming and shouting at people, horribly threatening them!! TRUMP is a disgrace to our Nation!"
1063208230141145089,"RT @SethAbramson Trump just tweeted that—days after hiring one of his longtime lackeys to run the Mueller investigation—he now knows the ""inner workings"" of Mueller's investigation and can describe some of them in detail. How is that tweet not a *huge* legal problem for both Whitaker *and* Trump?"
1063208230124470273,"RT @DeplorableChoir Donald Trump, we got yo back!!If congress won’t fund the wall..we can!!! Y’all spread the word! https://t.co/675kiqaXnA is a non profit that’s crowdfunding the wall! RT! #BuildTheWallNow #BuildTheDamnWall #BuildTheWall @DonaldJTrumpJr @foxandfriends @LaraLeaTrump @parscale https://t.co/5R8WYJMyYh"
1063208230011183105,"RT @imillhiser No. No. No. No. No. No. No. No. Poliquin was ahead after the first round of counting was over. He lost after ALL votes were counted.This is such an irresponsible headline to write while Trump is specifically using confusion over vote counting to undercut democracy. https://t.co/0tKjjFmlJ9"
1063208229872771072,"#WR: North Korea was playing with President Trump? https://t.co/ofTK4KVKEI"
1063208229122002949,"RT @timjacobwise Trump Names Mar-A-Lago Member And Handbag Designer As Ambassador... Bc only the best people. Awesome, a clueless white handbag designer as the ambassador to SA... this is white folks’ affirmative action...  https://t.co/kJj20A15bi"
1063208229113520129,"@dyanna27 @JoeyKillahhh @KiloMick @Alyssa_Milano That said who defines who is “qualified?”  It could easily be argued that both of the last two Presidents didn’t have the normal “qualifications.”  Obama was a one term junior senator who didnt even spend much of that term in Senate. He was out campaigning. Obviously Trump cont."
1063208229105221638,"Roger Stone Talks about President Donald Trump– The Malliard Report  #Malliard https://t.co/GftdFmlYJ5 https://t.co/O7LjwyM8uP"
1063208228929003520,"RT @DebraMessing DING! DING! DING! DING! THANK YOU Joy! Yes. A newcomer is NOT ready to be thrown into the shitshow that is the Trump Administration and be able to hit HARD from Day 1. https://t.co/DFn4ompxbE"
1063208228765474816,"RT @atrupar .@senorrinhatch says he's not in favor of a bill to protect Robert Mueller because all it'd do is result in ""a big hassle"" with Trump. https://t.co/0hwxHXszIF"
1063208228622761984,"RT @h8Wankmaggot45 tRump tweets this morning about the 'witch hunt' again.Can someone remind the treasonous wankmaggot that Mueller’s team has indicted or gotten guilty pleas from 32 people and three companies?"
1063208228597743617,"RT @WestJournalism President Trump accused Mueller himself of being 'highly conflicted.' https://t.co/7PjipgIy29"
1063208228098662400,"RT @Cordicon IDK if Qproof but any time Trump tweets in all caps I search.https://t.co/n0O0EXyrHu#Qanon #MAGA https://t.co/iHsKwg39hv"
1063208228031537152,"CNN Wolf Blitzer Reveal "" Leaked All Muller's investigation-a total mess of Trump "" https://t.co/qUclDpospl"
1063208228018970624,"@IngrahamAngle GOP is too worried about losing power than doing the right thing. That’s why caravans are still coming and nothing happened on the immigration front. As much as we would like to believe, Trump alone can’t do it."
1063208227817570306,"RT @TheGoodGodAbove HOW CAN ANYONE STILL SUPPORT TRUMP AFTER ALL THE THINGS HE HAS SAID AND DONE?! HOLY CRAP HOW ARE HUMANS THIS FUCKING STUPID"
1063208227746115584,"RT @CherylHeide @Susan_Hennessey We were all deceived. One thing Trump has done is reveal what the GOP is all about. They have signed their own death warrant by lining up with Trump. Fool me once..."
1063208227221970945,"RT @dcpoll Opinion by @PostOpinions Editorial Board| Saudi Arabia’s latest account of Jamal Khashoggi’s death is shocking in its audacity. Yet the Trump administration appears ready to accept their stonewalling.#Maddow https://t.co/WKU4cU99iT"
1063208227024879616,"RT @funder Full Stop. Trump is trying to expel an enemy of Erdogan’s from the US in the hopes that it will ease Turkish pressure on the Saudis for the Khashoggi murder. If Trump expels him, he will likely be murdered. Mike Flynn was offered $15M to kidnap same guy. Trump needs to resign."
1063208226928369665,"RT @MikeSheaAP @aravosis So the goal is to discredit FBI with reported pro-Hillary bias to counter-act TV coverage when Mueller probe findings are released. I know Trump's base loves the anti-Hillary stuff but how will that matter to indies/suburban voters who voted against Trump in 2018? Won't help."
1063208226483781632,"RT @holyroodmandy Bannon says Trump’s zero tolerance policy at the border is a “humanitarian policy”. #NX18"
1063208226450276353,"RT @TheMarkPantano Since Robert Mueller has found nothing, he is now trying to get President Trump to fire him.He and the Democrats want to make his firing the basis for impeachment proceedings."
1063208226420899840,"RT @dcpoll Opinion by @PostOpinions Editorial Board| Saudi Arabia’s latest account of Jamal Khashoggi’s death is shocking in its audacity. Yet the Trump administration appears ready to accept their stonewalling.#Maddow https://t.co/WKU4cU99iT"
1063208226198511619,"RT @mmpadellan Hey Susan Collins!You hear that sound?That's the sands of the 2020 hourglass running out on your feckless time in Congress, Senator.Buy yourself some time, and vote to protect Robert Mueller from trump. #ProtectMueller https://t.co/QoNxe3S17P"
1063208226165002241,"@jane_sarajannne @ChrisCuomo What about all the bullying and name calling done by trump?"
1063208225691090944,"@4realVPutin @billiebdamned @BrunoAmato_1 @realDonaldTrump @Bmysoulm8 @strangcfantasy And boy, does Trump ever have rage."
1063208225242255361,"RT @sirDukeDevin I love the smell of Trump's panic in the morning."
1063208224978071553,"RT @MalcolmNance I predicted on @Msnbc the first week of #JamalKhasoggi murder that the audio will be leaked or it’s release stopped if Trump promises to turn over #FetullahGulen, a US Resident. Turkey will completely roll over on MBS culpability if he is returned to Turkey (aka to his own death) https://t.co/H1QNm7yTbF"
1063208224717983746,"RT @olgaNYC1211 LET THIS SINK IN! In order for Trump to protect his personal financial investments w MbS and the Saudi regime he is willing to give Erdogan what he has wanted for a long time, Gulen, in order to make Turkey stop exposing the Saudi regimes role in the brutal murder of Khashoggi https://t.co/P9ZdA2VoG6"
1063208224533340160,"RT @EdKrassen What do Republicans want so badly?For someone to replace Nancy Pelosi.What does Russia want so badly?For someone to replace Nancy Pelosi.What does Trump want so badly?For someone to replace Nancy Pelosi.HERE'S AN IDEA:LET'S NOT REPLACE NANCY PELOSI (@NancyPelosi)"
1063208224474640384,"@gargaric @MarkWest1957 @realDonaldTrump Just as bad, his supporters are blind. We could have put a stop to his corruption if just a few trump states had helped to flip the senate. Mitch as minority leader sounded good to me."
1063208224374046720,"@maddow Not much even matters anymore. Trump has created a Country that SACRIFICED trust and faith for FEAR and ANGER.    Trust no one."
1063208223900135424,"RT @r_little_finger I’ve had so many friends, co-workers call me a racist for supporting Trump.I’ve been harassed, called names, had my car keyed. For supporting our President.  It’s OK. I’m on the right side of history.I know Trump is the greatest of my generation.Who else is with me?"
1063208223572803585,"RT @politico Trump is lashing out at Robert Mueller again, calling his Russia investigation a “total mess” and “A TOTAL WITCH HUNT LIKE NO OTHER IN AMERICAN HISTORY!” https://t.co/UvrYgXvBb3"
1063208223497469953,"@RomneyJudith @MillennialCon_ @JustinM24166694 @SenGillibrand @SenSchumer Romney, we were already at 20 trillion dollars after Obama's failed policies...do you need some help with the math? Trump increased our GDP to 4.3%, increasing our wealth by trillions of dollars! Obama depleted our military so bad, it will take billions to undue the damage!"
1063208223166074880,"RT @politicususa Nicolle Wallace reported that a White House source told her that Trump is having a meltdown over the Mueller investigation and that his mental state is at it's worst point in years. https://t.co/FT4CMD5Uiy https://t.co/a3fNTdawUm"
1063208223031873536,"RT @MariaBartiromo Trump is dictating policy in OPEC: Oil analyst https://t.co/nITE5zCk1I @FoxBusiness @MorningsMaria"
1063208222973140992,"@4YrsToday Well I guess uninformed, racist idiots who are insecure might gravitate toward trump."
1063208222822023169,"RT @kenolin1 Nancy Pelosi is not our enemy. Donald Trump is."
1063208222776004609,"RT @EJDionne When a leader urges that votes be ignored &amp; left uncounted, we label him an autocrat or an authoritarian. But Republican leaders still stand behind #Trump &amp; won't even protect the Mueller inquiry. Will the GOP keep dancing with autocracy?My columnhttps://t.co/VqgzKCjFH4"
1063208222012698624,"RT @Acute_Tweetment Talking to grandkids in 2043:Them: What got you thru your difficult childhood?Me:Friends,family, believing I had a bigger purpose someday.Them: What got you thru the turbulent trump presidency?Me:Work, rage tweeting, watching cute animal gifs, &amp; getting twitter “likes”.😂"
1063208221823840256,"RT @RyanGirdusky Trump cares deeply what his base thinks...The bad thing is the Always-Trumpers. They're just as bad as the Never-Trumpers.Never-Trumpers deny facts because they hate him despite his successesAlways-Trumpers deny facts because they love him despite his failures https://t.co/weSD7vN6Ds"
1063208221769379843,"RT @ananavarro In 1 day, Trump claimed: -Folks voted, then went to their cars, changed clothes, &amp; voted again-Folks need ID to buy cereal at grocery store-Now, he’s drunk-tweeting sober, againIs it still politically incorrect to wonder if he’s insane or senile? Asking for a friend...🤦🏻‍♀️ https://t.co/7fX7Gv4OcS"
1063208221677096960,"RT @marklutchman Trump supporters have never been racist to me.But I can count on two hands how many times a white liberal has called me the ‘n’ word.The Democrats are the true racists, don’t be fooled.Who Agrees?"
1063208221517729793,"RT @mariashriver Instead, I hope @realDonaldTrump shows gratitude to our firefighters, first responders and all those stepping up to help their fellow Californians. Tell us the money we need to rebuild is on the way. If not, don’t come. (2/2) https://t.co/aZzxQmhKKA"
1063208221261946880,"RT @RealMAGASteve One of President @realDonaldTrump’s best lines came when he addressed the UN:“We will never surrender America’s sovereignty to an unelected unaccountable global bureaucracy. America is governed by Americans.                — President Trumphttps://t.co/c1Uv3AI6px"
1063208220653748225,"RT @CREWcrew Donald Trump Jr went to India to promote condo sales. His trip cost taxpayers almost $100,000.That’s essentially the government spending money on the president’s private business. https://t.co/NU21iSy1mW"
1063208220636794881,"@lynlinking a trump ploy. diverting attention from the local political nightmare. They will say anything or do anything  to stay in the spotlight. angry little men"
1063208220418850816,"RT @AIIAmericanGirI CNN TALK SHOW GIANT LARRY KING: Acosta Was 'CHILDISH' and 'OUT OF LINE'...Anti-Trump Obsessed Network Is No Longer News https://t.co/BxwWZNXMaC @100PercFEDUP #AAG"
1063208220410339328,"RT @TheGoodGodAbove HOW CAN ANYONE STILL SUPPORT TRUMP AFTER ALL THE THINGS HE HAS SAID AND DONE?! HOLY CRAP HOW ARE HUMANS THIS FUCKING STUPID"
1063208220288724992,"RT @AnnaApp91838450 https://t.co/vtDhzNAClWPrayers For Florida 🙏WhyCan't This Corrupt CriminalBe Removed?Feds ShouldTake Over ASAP💥Anything Democrats TouchIt's💯Dirty !Why Doesn'tAnyone Have The Balls To Shut This Down Now💥SHARE In Agreement WithPresident Trump💯RT#MAGA #StopTheSteal"
1063208219684724736,"RT @SFGate Trump admin's reported effort to 'barter' US resident stuns https://t.co/wlLrBleR28 https://t.co/NLCYguPdX9"
1063208219487670272,"@DearAuntCrabby Would Putin allow Trump to resign?"
1063208219391205377,"RT @NinaPachino @Mars_Mutant @_CircusMaximus @oceanfrost7 @jaketapper @TammyGeraldson I was there. I heard and saw the whole thing. I am still shaken by it. It is news worthy. People should know how angry and hateful individuals feel emboldened to share their hate. And he didn’t say ‘Heil Trump’ for giggles. It was purposeful. He sees himself in Trump."
1063208219374510080,"RT @funder Who recruited the candidates? Pelosi.Who kept us on message? Pelosi.Who passed Obamacare? Pelosi.Who raised the most cash? Pelosi.Who helped The Resistance? Pelosi.Who faced off with Trump? Pelosi.Who’s most experienced? Pelosi.Who should be the next Speaker? Pelosi."
1063208219001217025,"RT @EdKrassen What do Republicans want so badly?For someone to replace Nancy Pelosi.What does Russia want so badly?For someone to replace Nancy Pelosi.What does Trump want so badly?For someone to replace Nancy Pelosi.HERE'S AN IDEA:LET'S NOT REPLACE NANCY PELOSI (@NancyPelosi)"
1063208218816643075,"RT @renato_mariotti How can this be reported as ""news"" when there is no public evidence to support Trump's claim? At the very least, it should be put in the proper context. https://t.co/Efiy2J0BBZ"
